location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million
Dominican Republic,DOM,2021-03-06,375265,375265,,,71775,46958,3.46,3.46,,,4329
Dominican Republic,DOM,2021-03-07,,,,,,47768,,,,,4403
Dominican Republic,DOM,2021-03-08,400041,400041,,,,48577,3.69,3.69,,,4478
Dominican Republic,DOM,2021-03-09,480237,480237,,,80196,53605,4.43,4.43,,,4942
Dominican Republic,DOM,2021-03-10,547091,547091,,,66854,55038,5.04,5.04,,,5074
Dominican Republic,DOM,2021-03-11,606006,606006,,,58915,54041,5.59,5.59,,,4982
Dominican Republic,DOM,2021-03-12,,,,,,45681,,,,,4211
Dominican Republic,DOM,2021-03-13,,,,,,37891,,,,,3493
Dominican Republic,DOM,2021-03-14,,,,,,38586,,,,,3557
Dominican Republic,DOM,2021-03-15,675000,675000,,,,39280,6.22,6.22,,,3621
Dominican Republic,DOM,2021-03-16,,,,,,30055,,,,,2771
Dominican Republic,DOM,2021-03-17,,,,,,22737,,,,,2096
Dominican Republic,DOM,2021-03-18,,,,,,16553,,,,,1526
Dominican Republic,DOM,2021-03-19,,,,,,16321,,,,,1505
Dominican Republic,DOM,2021-03-20,,,,,,16089,,,,,1483
Dominican Republic,DOM,2021-03-21,,,,,,15857,,,,,1462
Dominican Republic,DOM,2021-03-22,,,,,,15625,,,,,1440
Dominican Republic,DOM,2021-03-23,800000,800000,,,,15625,7.37,7.37,,,1440
Dominican Republic,DOM,2021-03-24,,,,,,15655,,,,,1443
Dominican Republic,DOM,2021-03-25,,,,,,15686,,,,,1446
Dominican Republic,DOM,2021-03-26,,,,,,15716,,,,,1449
Dominican Republic,DOM,2021-03-27,,,,,,15747,,,,,1452
Dominican Republic,DOM,2021-03-28,,,,,,15777,,,,,1454
Dominican Republic,DOM,2021-03-29,,,,,,15808,,,,,1457
Dominican Republic,DOM,2021-03-30,910869,856474,54395,,,15838,8.4,7.9,0.5,,1460
Dominican Republic,DOM,2021-03-31,,,,,,19281,,,,,1777
Dominican Republic,DOM,2021-04-01,,,,,,22723,,,,,2095
Dominican Republic,DOM,2021-04-02,,,,,,26166,,,,,2412
Dominican Republic,DOM,2021-04-03,,,,,,29608,,,,,2729
Dominican Republic,DOM,2021-04-04,,,,,,33050,,,,,3047
Dominican Republic,DOM,2021-04-05,,,,,,36493,,,,,3364
Dominican Republic,DOM,2021-04-06,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-07,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-08,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-09,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-10,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-11,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-12,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-13,,,,,,39935,,,,,3681
Dominican Republic,DOM,2021-04-14,1509898,909898,600000,,,39935,13.92,8.39,5.53,,3681
Dominican Republic,DOM,2021-04-15,,,,,,37321,,,,,3440
Dominican Republic,DOM,2021-04-16,,,,,,34706,,,,,3199
Dominican Republic,DOM,2021-04-17,,,,,,32092,,,,,2958
Dominican Republic,DOM,2021-04-18,,,,,,29478,,,,,2717
Dominican Republic,DOM,2021-04-19,,,,,,26863,,,,,2476
Dominican Republic,DOM,2021-04-20,,,,,,24249,,,,,2235
Dominican Republic,DOM,2021-04-21,,,,,,21635,,,,,1994
Dominican Republic,DOM,2021-04-22,,,,,,21635,,,,,1994
Dominican Republic,DOM,2021-04-23,,,,,,21635,,,,,1994
Dominican Republic,DOM,2021-04-24,,,,,,21635,,,,,1994
Dominican Republic,DOM,2021-04-25,1747878,993804,754074,,,21635,16.11,9.16,6.95,,1994
Dominican Republic,DOM,2021-04-26,1797346,1029281,768065,,49468,25611,16.57,9.49,7.08,,2361
Dominican Republic,DOM,2021-04-27,1847261,1067830,779431,,49915,29651,17.03,9.84,7.19,,2733
Dominican Republic,DOM,2021-04-28,1893836,1106733,787103,,46575,33214,17.46,10.2,7.26,,3062
Dominican Republic,DOM,2021-04-29,1935500,1143669,791831,,41664,36075,17.84,10.54,7.3,,3326
Dominican Republic,DOM,2021-04-30,1970018,1174227,795791,,34518,37916,18.16,10.82,7.34,,3495
Dominican Republic,DOM,2021-05-01,1982185,1185502,796683,,12167,36563,18.27,10.93,7.34,,3371
Dominican Republic,DOM,2021-05-02,1989384,1192415,796969,,7199,34501,18.34,10.99,7.35,,3180
Dominican Republic,DOM,2021-05-03,2052662,1251674,800988,,63278,36474,18.92,11.54,7.38,,3362
Dominican Republic,DOM,2021-05-04,2123703,1319445,804258,,71041,39492,19.58,12.16,7.41,,3641
Dominican Republic,DOM,2021-05-05,2197153,1389890,807263,,73450,43331,20.25,12.81,7.44,,3994
Dominican Republic,DOM,2021-05-06,2264381,1456488,807893,,67228,46983,20.87,13.43,7.45,,4331
Dominican Republic,DOM,2021-05-07,2325108,1515063,810045,,60727,50727,21.43,13.97,7.47,,4676
Dominican Republic,DOM,2021-05-08,2345528,1535083,810445,,20420,51906,21.62,14.15,7.47,,4785
Dominican Republic,DOM,2021-05-09,2354281,1543725,810556,,8753,52128,21.7,14.23,7.47,,4805
Dominican Republic,DOM,2021-05-10,2483629,1671046,812583,,129348,61567,22.9,15.4,7.49,,5675
Dominican Republic,DOM,2021-05-11,2640409,1825500,814909,,156780,73815,24.34,16.83,7.51,,6805
Dominican Republic,DOM,2021-05-12,2801356,1984662,816694,,160947,86315,25.82,18.3,7.53,,7957
Dominican Republic,DOM,2021-05-13,2941030,2122713,818317,,139674,96664,27.11,19.57,7.54,,8911
Dominican Republic,DOM,2021-05-14,3071487,2251255,820232,,130457,106626,28.31,20.75,7.56,,9829
Dominican Republic,DOM,2021-05-15,3105105,2284580,820525,,33618,108511,28.62,21.06,7.56,,10003
Dominican Republic,DOM,2021-05-16,3119820,2299179,820641,,14715,109363,28.76,21.19,7.56,,10081
Dominican Republic,DOM,2021-05-17,,,,,,108806,,,,,10030
Dominican Republic,DOM,2021-05-18,3370726,2545132,825594,,,104331,31.07,23.46,7.61,,9618
Dominican Republic,DOM,2021-05-19,3488131,2658818,829313,,117405,98111,32.15,24.51,7.64,,9044
Dominican Republic,DOM,2021-05-20,3593646,2748532,845114,,105515,93231,33.13,25.34,7.79,,8594
Dominican Republic,DOM,2021-05-21,3694329,2822348,871981,,100683,88977,34.06,26.02,8.04,,8202
Dominican Republic,DOM,2021-05-22,3725377,2845928,879449,,31048,88610,34.34,26.23,8.11,,8168
Dominican Republic,DOM,2021-05-23,3739010,2855808,883202,,13633,88456,34.47,26.33,8.14,,8154
Dominican Republic,DOM,2021-05-24,3845766,2932987,912779,,106756,85785,35.45,27.04,8.41,,7908
Dominican Republic,DOM,2021-05-25,3948015,3003678,944337,,102249,82470,36.39,27.69,8.71,,7602
Dominican Republic,DOM,2021-05-26,4041312,3064800,976512,,93297,79026,37.25,28.25,9.0,,7285
Dominican Republic,DOM,2021-05-27,4121584,3115252,1006332,,80272,75420,37.99,28.72,9.28,,6952
Dominican Republic,DOM,2021-05-28,4188983,3155232,1033751,,67399,70665,38.62,29.09,9.53,,6514
Dominican Republic,DOM,2021-05-29,4210215,3169176,1041039,,21232,69263,38.81,29.21,9.6,,6385
Dominican Republic,DOM,2021-05-30,4214163,3171332,1042831,,3948,67879,38.85,29.23,9.61,,6257
Dominican Republic,DOM,2021-05-31,4311374,3223950,1087424,,97211,66515,39.74,29.72,10.02,,6132
Dominican Republic,DOM,2021-06-01,4456516,3313861,1142655,,145142,72643,41.08,30.55,10.53,,6697
Dominican Republic,DOM,2021-06-02,4625387,3424187,1201200,,168871,83439,42.64,31.57,11.07,,7692
Dominican Republic,DOM,2021-06-03,4761529,3530338,1231191,,136142,91421,43.89,32.54,11.35,,8428
Dominican Republic,DOM,2021-06-04,4989807,3687044,1302763,,228278,114403,46.0,33.99,12.01,,10546
Dominican Republic,DOM,2021-06-05,5115370,3784461,1330909,,125563,129308,47.16,34.89,12.27,,11920
Dominican Republic,DOM,2021-06-06,5197199,3848889,1348310,,81829,140434,47.91,35.48,12.43,,12946
Dominican Republic,DOM,2021-06-07,5417069,3971831,1445238,,219870,157956,49.94,36.61,13.32,,14561
Dominican Republic,DOM,2021-06-08,5656548,4091884,1564664,,239479,171433,52.14,37.72,14.42,,15803
Dominican Republic,DOM,2021-06-09,5900600,4212646,1687954,,244052,182173,54.39,38.83,15.56,,16793
Dominican Republic,DOM,2021-06-10,6050983,4223427,1827556,,150383,184208,55.78,38.93,16.85,,16981
Dominican Republic,DOM,2021-06-11,6173811,4227940,1945871,,122828,169143,56.91,38.97,17.94,,15592
Dominican Republic,DOM,2021-06-12,6219867,4241798,1978069,,46056,157785,57.34,39.1,18.23,,14545
Dominican Republic,DOM,2021-06-13,6251341,4258343,1992998,,31474,150592,57.63,39.25,18.37,,13882
Dominican Republic,DOM,2021-06-14,6370569,4272574,2097995,,119228,136214,58.73,39.39,19.34,,12557
Dominican Republic,DOM,2021-06-15,6473104,4286397,2186707,,102535,116651,59.67,39.51,20.16,,10753
Dominican Republic,DOM,2021-06-16,6553710,4301394,2252316,,80606,93301,60.41,39.65,20.76,,8601
Dominican Republic,DOM,2021-06-17,6675351,4344495,2330856,,121641,89195,61.54,40.05,21.49,,8222
Dominican Republic,DOM,2021-06-18,6835074,4422388,2412686,,159723,94466,63.01,40.77,22.24,,8708
Dominican Republic,DOM,2021-06-19,6943666,4491478,2452188,,108592,103400,64.01,41.4,22.61,,9532
Dominican Republic,DOM,2021-06-20,7012445,4541739,2470706,,68779,108729,64.64,41.87,22.78,,10023
Dominican Republic,DOM,2021-06-21,7172478,4625991,2546487,,160033,114558,66.12,42.64,23.47,,10560
Dominican Republic,DOM,2021-06-22,7301587,4691111,2610476,,129109,118355,67.31,43.24,24.06,,10910
Dominican Republic,DOM,2021-06-23,7402235,4746498,2655737,,100648,121218,68.24,43.75,24.48,,11174
Dominican Republic,DOM,2021-06-24,7482545,4790322,2692223,,80310,115313,68.98,44.16,24.82,,10630
Dominican Republic,DOM,2021-06-25,7545508,4826862,2718646,,62963,101491,69.56,44.5,25.06,,9356
Dominican Republic,DOM,2021-06-26,7569805,4842540,2727265,,24297,89448,69.78,44.64,25.14,,8246
Dominican Republic,DOM,2021-06-27,7583057,4851699,2731358,,13252,81516,69.9,44.72,25.18,,7514
Dominican Republic,DOM,2021-06-28,7653536,4883358,2770178,,70479,68723,70.55,45.02,25.54,,6335
Dominican Republic,DOM,2021-06-29,7746038,4918071,2827967,,92502,63493,71.41,45.34,26.07,,5853
Dominican Republic,DOM,2021-06-30,7842179,4949582,2892597,,96141,62849,72.29,45.63,26.67,,5794
Dominican Republic,DOM,2021-07-01,,,,,,65128,,,,,6004
Dominican Republic,DOM,2021-07-02,8034708,5008715,3025993,,,69886,74.07,46.17,27.89,,6442
Dominican Republic,DOM,2021-07-03,8077985,5019355,3058630,,43277,72597,74.47,46.27,28.2,,6692
Dominican Republic,DOM,2021-07-04,8119502,5030094,3089408,,41517,76635,74.85,46.37,28.48,,7064
Dominican Republic,DOM,2021-07-05,8253816,5061730,3192086,,134314,85754,76.09,46.66,29.43,,7905
Dominican Republic,DOM,2021-07-06,8396449,5097374,3299075,,142633,92916,77.4,46.99,30.41,,8565
Dominican Republic,DOM,2021-07-07,8572939,5131732,3403094,,176490,104394,79.03,47.31,31.37,,9623
Dominican Republic,DOM,2021-07-08,8688523,5165832,3469190,,115584,107154,80.09,47.62,31.98,,9878
Dominican Republic,DOM,2021-07-09,8783843,5198112,3515118,,95320,107019,80.97,47.92,32.4,,9865
Dominican Republic,DOM,2021-07-10,8833615,5217103,3536178,,49772,107947,81.43,48.09,32.6,,9951
Dominican Republic,DOM,2021-07-11,8859966,5226733,3547663,,26351,105781,81.67,48.18,32.7,,9751
Dominican Republic,DOM,2021-07-12,8924052,5246674,3574258,,64086,95748,82.27,48.37,32.95,,8826
Dominican Republic,DOM,2021-07-13,8998508,5271104,3604070,,74456,86008,82.95,48.59,33.22,,7929
Dominican Republic,DOM,2021-07-14,9066151,5294786,3629728,,67643,70459,83.58,48.81,33.46,,6495
Dominican Republic,DOM,2021-07-15,9132857,5316275,3657968,,66706,63476,84.19,49.01,33.72,,5851
Dominican Republic,DOM,2021-07-16,9201783,5336442,3692082,,68926,59706,84.83,49.19,34.03,,5504
Dominican Republic,DOM,2021-07-17,9246631,5346011,3713656,,44848,59002,85.24,49.28,34.23,,5439
Dominican Republic,DOM,2021-07-18,9263829,5350169,3723277,,17198,57695,85.4,49.32,34.32,,5319
Dominican Republic,DOM,2021-07-19,9356203,5369886,3780347,,92374,61736,86.25,49.5,34.85,,5691
Dominican Republic,DOM,2021-07-20,9449137,5390472,3836969,,92934,64376,87.11,49.69,35.37,,5934
Dominican Republic,DOM,2021-07-21,9546340,5411771,3893882,,97203,68598,88.0,49.89,35.9,,6324
Dominican Republic,DOM,2021-07-22,9637523,5432072,3944218,,91183,72095,88.84,50.07,36.36,,6646
Dominican Republic,DOM,2021-07-23,9715081,5450751,3984498,,77558,73328,89.56,50.25,36.73,,6760
Dominican Republic,DOM,2021-07-24,9741271,5458029,3996388,,26190,70663,89.8,50.31,36.84,,6514
Dominican Republic,DOM,2021-07-25,9746981,5459382,3999041,,5710,69022,89.85,50.33,36.86,,6363
Dominican Republic,DOM,2021-07-26,9815113,5473614,4036927,,68132,65559,90.48,50.46,37.21,,6043
Dominican Republic,DOM,2021-07-27,9904559,5491708,4088555,,89446,65060,91.3,50.62,37.69,,5997
Dominican Republic,DOM,2021-07-28,9992472,5508883,4139202,,87913,63733,92.11,50.78,38.16,,5875
Dominican Republic,DOM,2021-07-29,10060830,5524571,4174568,,68358,60472,92.74,50.93,38.48,,5575
Dominican Republic,DOM,2021-07-30,10119930,5538092,4205772,,59100,57836,93.29,51.05,38.77,,5332
Dominican Republic,DOM,2021-07-31,10140333,5543146,4215901,,20403,57009,93.48,51.1,38.86,,5255
Dominican Republic,DOM,2021-08-01,10148305,5545143,4219737,,7972,57332,93.55,51.12,38.9,,5285
Dominican Republic,DOM,2021-08-02,10206054,5558518,4250852,,57749,55849,94.08,51.24,39.19,,5148
Dominican Republic,DOM,2021-08-03,10266837,5572496,4282396,,60783,51754,94.64,51.37,39.48,,4771
Dominican Republic,DOM,2021-08-04,10326939,5586823,4312006,,60102,47781,95.2,51.5,39.75,,4405
Dominican Republic,DOM,2021-08-05,10381459,5600470,4337509,,54520,45804,95.7,51.63,39.98,,4222
Dominican Republic,DOM,2021-08-06,10426989,5612488,4358673,,45530,43866,96.12,51.74,40.18,,4044
Dominican Republic,DOM,2021-08-07,10444741,5617370,4366182,,17752,43487,96.28,51.78,40.25,,4009
Dominican Republic,DOM,2021-08-08,10452130,5619234,4369473,,7389,43404,96.35,51.8,40.28,,4001
Dominican Republic,DOM,2021-08-09,10500107,5631732,4391693,,47977,42008,96.79,51.92,40.48,,3872
Dominican Republic,DOM,2021-08-10,10554023,5645781,4417043,,53916,41027,97.29,52.04,40.72,,3782
Dominican Republic,DOM,2021-08-11,10581472,5652804,4429487,,27449,36362,97.54,52.11,40.83,,3352
Dominican Republic,DOM,2021-08-12,10601438,5657720,4438630,,19966,31426,97.73,52.15,40.92,,2897
Dominican Republic,DOM,2021-08-13,10638203,5667626,4455264,,36765,30173,98.07,52.25,41.07,,2781
Dominican Republic,DOM,2021-08-14,10652029,5671374,4461013,,13826,29613,98.19,52.28,41.12,,2730
Dominican Republic,DOM,2021-08-15,10656985,5672584,4462896,,4956,29265,98.24,52.29,41.14,,2698
Dominican Republic,DOM,2021-08-16,10658318,5672922,4463319,,1333,22602,98.25,52.3,41.14,,2084
Dominican Republic,DOM,2021-08-17,10697563,5683833,4480873,,39245,20506,98.61,52.4,41.31,,1890
Dominican Republic,DOM,2021-08-18,10743683,5696721,4501030,,46120,23173,99.04,52.51,41.49,,2136
Dominican Republic,DOM,2021-08-19,10789568,5709646,4520504,,45885,26876,99.46,52.63,41.67,,2478
Dominican Republic,DOM,2021-08-20,10825861,5719571,4534518,,36293,26808,99.8,52.73,41.8,,2471
Dominican Republic,DOM,2021-08-21,10841175,5723752,4540737,,15314,27021,99.94,52.76,41.86,,2491
Dominican Republic,DOM,2021-08-22,10847153,5725316,4543100,,5978,27167,99.99,52.78,41.88,,2504
Dominican Republic,DOM,2021-08-23,10888847,5737876,4559262,,41694,32933,100.38,52.89,42.03,,3036
Dominican Republic,DOM,2021-08-24,10932809,5751312,4576556,,43962,33607,100.78,53.02,42.19,,3098
Dominican Republic,DOM,2021-08-25,10978304,5764675,4594526,,45495,33517,101.2,53.14,42.35,,3090
Ecuador,ECU,2021-01-21,0,0,,,,,0.0,0.0,,,
Ecuador,ECU,2021-01-22,108,108,,,108,108,0.0,0.0,,,6
Ecuador,ECU,2021-01-23,,,,,,341,,,,,19
Ecuador,ECU,2021-01-24,,,,,,419,,,,,24
Ecuador,ECU,2021-01-25,,,,,,458,,,,,26
Ecuador,ECU,2021-01-26,,,,,,481,,,,,27
Ecuador,ECU,2021-01-27,2982,2982,,,,497,0.02,0.02,,,28
Ecuador,ECU,2021-01-28,,,,,,484,,,,,27
Ecuador,ECU,2021-01-29,,,,,,526,,,,,30
Ecuador,ECU,2021-01-30,,,,,,502,,,,,28
Ecuador,ECU,2021-01-31,,,,,,478,,,,,27
Ecuador,ECU,2021-02-01,,,,,,454,,,,,26
Ecuador,ECU,2021-02-02,,,,,,430,,,,,24
Ecuador,ECU,2021-02-03,,,,,,406,,,,,23
Ecuador,ECU,2021-02-04,6228,6228,,,,406,0.04,0.04,,,23
Ecuador,ECU,2021-02-05,,,,,,369,,,,,21
Ecuador,ECU,2021-02-06,,,,,,333,,,,,19
Ecuador,ECU,2021-02-07,,,,,,297,,,,,17
Ecuador,ECU,2021-02-08,,,,,,260,,,,,15
Ecuador,ECU,2021-02-09,,,,,,224,,,,,13
Ecuador,ECU,2021-02-10,,,,,,187,,,,,11
Ecuador,ECU,2021-02-11,,,,,,151,,,,,9
Ecuador,ECU,2021-02-12,,,,,,151,,,,,9
Ecuador,ECU,2021-02-13,,,,,,151,,,,,9
Ecuador,ECU,2021-02-14,,,,,,151,,,,,9
Ecuador,ECU,2021-02-15,,,,,,151,,,,,9
Ecuador,ECU,2021-02-16,,,,,,151,,,,,9
Ecuador,ECU,2021-02-17,8190,6228,1962,,,151,0.05,0.04,0.01,,9
Ecuador,ECU,2021-02-18,,,,,,462,,,,,26
Ecuador,ECU,2021-02-19,,,,,,773,,,,,44
Ecuador,ECU,2021-02-20,,,,,,1084,,,,,61
Ecuador,ECU,2021-02-21,,,,,,1395,,,,,79
Ecuador,ECU,2021-02-22,,,,,,1707,,,,,97
Ecuador,ECU,2021-02-23,,,,,,2018,,,,,114
Ecuador,ECU,2021-02-24,24492,20784,3708,,,2329,0.14,0.12,0.02,,132
Ecuador,ECU,2021-02-25,,,,,,2500,,,,,142
Ecuador,ECU,2021-02-26,,,,,,2670,,,,,151
Ecuador,ECU,2021-02-27,,,,,,2841,,,,,161
Ecuador,ECU,2021-02-28,,,,,,3012,,,,,171
Ecuador,ECU,2021-03-01,42114,35886,6228,,,3183,0.24,0.2,0.04,,180
Ecuador,ECU,2021-03-02,,,,,,3669,,,,,208
Ecuador,ECU,2021-03-03,,,,,,4156,,,,,236
Ecuador,ECU,2021-03-04,59316,53088,6228,,,4471,0.34,0.3,0.04,,253
Ecuador,ECU,2021-03-05,71148,64920,6228,,11832,5658,0.4,0.37,0.04,,321
Ecuador,ECU,2021-03-06,,,,,,5313,,,,,301
Ecuador,ECU,2021-03-07,,,,,,4968,,,,,282
Ecuador,ECU,2021-03-08,74472,68244,6228,,,4623,0.42,0.39,0.04,,262
Ecuador,ECU,2021-03-09,75258,69030,6228,,786,3916,0.43,0.39,0.04,,222
Ecuador,ECU,2021-03-10,,,,,,4572,,,,,259
Ecuador,ECU,2021-03-11,95915,89687,6228,,,5228,0.54,0.51,0.04,,296
Ecuador,ECU,2021-03-12,123176,116948,6228,,27261,7433,0.7,0.66,0.04,,421
Ecuador,ECU,2021-03-13,139359,119222,20137,,16183,9586,0.79,0.68,0.11,,543
Ecuador,ECU,2021-03-14,,,,,,9559,,,,,542
Ecuador,ECU,2021-03-15,141191,121054,20137,,,9531,0.8,0.69,0.11,,540
Ecuador,ECU,2021-03-16,,,,,,10318,,,,,585
Ecuador,ECU,2021-03-17,,,,,,9742,,,,,552
Ecuador,ECU,2021-03-18,,,,,,9166,,,,,520
Ecuador,ECU,2021-03-19,,,,,,6172,,,,,350
Ecuador,ECU,2021-03-20,,,,,,4759,,,,,270
Ecuador,ECU,2021-03-21,178970,140765,38205,,,5528,1.01,0.8,0.22,,313
Ecuador,ECU,2021-03-22,,,,,,5632,,,,,319
Ecuador,ECU,2021-03-23,182261,143614,38647,,,4968,1.03,0.81,0.22,,282
Ecuador,ECU,2021-03-24,191179,152526,38653,,8918,5342,1.08,0.86,0.22,,303
Ecuador,ECU,2021-03-25,,,,,,7271,,,,,412
Ecuador,ECU,2021-03-26,230770,172413,58357,,,9199,1.31,0.98,0.33,,521
Ecuador,ECU,2021-03-27,235000,174642,60358,,4230,8904,1.33,0.99,0.34,,505
Ecuador,ECU,2021-03-28,,,,,,8709,,,,,494
Ecuador,ECU,2021-03-29,244866,182329,62537,,,9179,1.39,1.03,0.35,,520
Ecuador,ECU,2021-03-30,,,,,,10765,,,,,610
Ecuador,ECU,2021-03-31,,,,,,11311,,,,,641
Ecuador,ECU,2021-04-01,283106,204902,78204,,,10304,1.6,1.16,0.44,,584
Ecuador,ECU,2021-04-02,,,,,,8332,,,,,472
Ecuador,ECU,2021-04-03,,,,,,8583,,,,,486
Ecuador,ECU,2021-04-04,301069,211720,89349,,,8734,1.71,1.2,0.51,,495
Ecuador,ECU,2021-04-05,335093,228504,106589,,34024,12890,1.9,1.3,0.6,,731
Ecuador,ECU,2021-04-06,356783,244159,112624,,21690,14167,2.02,1.38,0.64,,803
Ecuador,ECU,2021-04-07,,,,,,12809,,,,,726
Ecuador,ECU,2021-04-08,363255,250631,112624,,,11450,2.06,1.42,0.64,,649
Ecuador,ECU,2021-04-09,,,,,,13397,,,,,759
Ecuador,ECU,2021-04-10,,,,,,15344,,,,,870
Ecuador,ECU,2021-04-11,,,,,,17291,,,,,980
Ecuador,ECU,2021-04-12,,,,,,15233,,,,,863
Ecuador,ECU,2021-04-13,,,,,,14937,,,,,847
Ecuador,ECU,2021-04-14,480962,338180,142782,,,17278,2.73,1.92,0.81,,979
Ecuador,ECU,2021-04-15,485132,338180,146952,,4170,17411,2.75,1.92,0.83,,987
Ecuador,ECU,2021-04-16,514151,354019,160132,,29019,18754,2.91,2.01,0.91,,1063
Ecuador,ECU,2021-04-17,545132,377199,167933,,30981,20377,3.09,2.14,0.95,,1155
Ecuador,ECU,2021-04-18,554369,384093,170276,,9237,18894,3.14,2.18,0.97,,1071
Ecuador,ECU,2021-04-19,577711,401871,175840,,23342,19426,3.27,2.28,1.0,,1101
Ecuador,ECU,2021-04-20,601229,421937,179292,,23518,19984,3.41,2.39,1.02,,1133
Ecuador,ECU,2021-04-21,643702,457403,186299,,42473,23249,3.65,2.59,1.06,,1318
Ecuador,ECU,2021-04-22,675510,486524,188986,,31808,27197,3.83,2.76,1.07,,1542
Ecuador,ECU,2021-04-23,711204,514854,196350,,35694,28150,4.03,2.92,1.11,,1596
Ecuador,ECU,2021-04-24,732717,532367,200350,,21513,26798,4.15,3.02,1.14,,1519
Ecuador,ECU,2021-04-25,743937,541420,202517,,11220,27081,4.22,3.07,1.15,,1535
Ecuador,ECU,2021-04-26,765489,555265,210224,,21552,26825,4.34,3.15,1.19,,1520
Ecuador,ECU,2021-04-27,816175,595699,220476,,50686,30707,4.63,3.38,1.25,,1740
Ecuador,ECU,2021-04-28,861393,633421,227972,,45218,31099,4.88,3.59,1.29,,1763
Ecuador,ECU,2021-04-29,920865,691000,229865,,59472,35051,5.22,3.92,1.3,,1987
Ecuador,ECU,2021-04-30,987452,748021,239431,,66587,39464,5.6,4.24,1.36,,2237
Ecuador,ECU,2021-05-01,1036794,791822,244972,,49342,43440,5.88,4.49,1.39,,2462
Ecuador,ECU,2021-05-02,1067472,821960,245512,,30678,46219,6.05,4.66,1.39,,2620
Ecuador,ECU,2021-05-03,,,,,,48411,,,,,2744
Ecuador,ECU,2021-05-04,1141262,889218,252044,,,46441,6.47,5.04,1.43,,2632
Ecuador,ECU,2021-05-05,1182085,924539,257546,,40823,45813,6.7,5.24,1.46,,2597
Ecuador,ECU,2021-05-06,1215676,953238,262438,,33591,42116,6.89,5.4,1.49,,2387
Ecuador,ECU,2021-05-07,1245822,981620,264202,,30146,36910,7.06,5.56,1.5,,2092
Ecuador,ECU,2021-05-08,,,,,,33014,,,,,1871
Ecuador,ECU,2021-05-09,1289962,1024121,265841,,,31784,7.31,5.8,1.51,,1802
Ecuador,ECU,2021-05-10,,,,,,30030,,,,,1702
Ecuador,ECU,2021-05-11,1339196,1066590,272606,,,28276,7.59,6.05,1.55,,1603
Ecuador,ECU,2021-05-12,1355698,1076427,279271,,16502,24802,7.68,6.1,1.58,,1406
Ecuador,ECU,2021-05-13,1405898,1101897,304001,,50200,27175,7.97,6.25,1.72,,1540
Ecuador,ECU,2021-05-14,1456293,1138269,318024,,50395,30067,8.25,6.45,1.8,,1704
Ecuador,ECU,2021-05-15,1485936,1152298,333638,,29643,31149,8.42,6.53,1.89,,1766
Ecuador,ECU,2021-05-16,1524724,1179062,345662,,38788,33537,8.64,6.68,1.96,,1901
Ecuador,ECU,2021-05-17,1560453,1203517,356936,,35729,35125,8.84,6.82,2.02,,1991
Ecuador,ECU,2021-05-18,1583399,1203778,379621,,22946,34886,8.97,6.82,2.15,,1977
Ecuador,ECU,2021-05-19,1627070,1225735,401335,,43671,38767,9.22,6.95,2.27,,2197
Ecuador,ECU,2021-05-20,1727805,1299730,428075,,100735,45987,9.79,7.37,2.43,,2607
Ecuador,ECU,2021-05-21,,,,,,50591,,,,,2867
Ecuador,ECU,2021-05-22,1893053,1404426,488627,,,58160,10.73,7.96,2.77,,3296
Ecuador,ECU,2021-05-23,1946346,1448787,497559,,53293,60232,11.03,8.21,2.82,,3414
Ecuador,ECU,2021-05-24,,,,,,60757,,,,,3444
Ecuador,ECU,2021-05-25,2025156,1509795,515361,,,63108,11.48,8.56,2.92,,3577
Ecuador,ECU,2021-05-26,,,,,,62953,,,,,3568
Ecuador,ECU,2021-05-27,2110324,1526895,583429,,,54646,11.96,8.65,3.31,,3097
Ecuador,ECU,2021-05-28,2172656,1538178,634478,,62332,51747,12.31,8.72,3.6,,2933
Ecuador,ECU,2021-05-29,2205483,1552480,653003,,32827,44633,12.5,8.8,3.7,,2530
Ecuador,ECU,2021-05-30,2225005,1562970,662035,,19522,39808,12.61,8.86,3.75,,2256
Ecuador,ECU,2021-05-31,,,,,,45800,,,,,2596
Ecuador,ECU,2021-06-01,2387698,1622557,765141,,,51792,13.53,9.2,4.34,,2936
Ecuador,ECU,2021-06-02,2447889,1657029,790860,,60191,54307,13.87,9.39,4.48,,3078
Ecuador,ECU,2021-06-03,2529218,1702124,827094,,81329,59842,14.34,9.65,4.69,,3392
Ecuador,ECU,2021-06-04,2597836,1744825,853011,,68618,60740,14.72,9.89,4.83,,3443
Ecuador,ECU,2021-06-05,2645983,1774025,871958,,48147,62929,15.0,10.06,4.94,,3567
Ecuador,ECU,2021-06-06,2665806,1791632,874174,,19823,62972,15.11,10.15,4.95,,3569
